id,v_title,ply_lst_title,tags,categ_id,v_pub_dt,vws,lks,dslks,cmnts,duration,ply_id
sYM79smiKVk,التعليم العالي: 40 ألف طالب يسجلون في اختبارات القدرات بتنسيق الجامعات,MBCMASR,,25,2019-07-08T15:37:25.000Z,1401,29,6,2,PT38S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
pFAdzMoZV0E,وزير التعليم يعتمد نتيجة العينة العشوائية للغة الأجنبية الثانية  بنسبة نجاح98.7%,MBCMASR,,25,2019-07-08T15:30:42.000Z,1722,33,1,5,PT42S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
K4iF8Is_tt8,رابح ماجر: صلاح وتريزيجيه أخطر لاعبي منتخب مصر,MBCMASR,,17,2019-07-05T23:40:55.000Z,4886,58,10,5,PT1M57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Z0PIkTNMDCI,عادل عبدالرحمن: أتمنى الدفع بأحمد علي كأساسي لهذه الأسباب,MBCMASR,,17,2019-07-05T23:39:28.000Z,1370,17,3,3,PT2M52S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
D-LB1VVD41k,أهم الأرقام في تاريخ المواجهات السابقة بين نيجيريا والكاميرون,MBCMASR,,17,2019-07-05T23:35:31.000Z,772,8,0,1,PT1M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FBPM4bpLcII,رابح ماجر: الضغط سيكون كبيراً على منتخب مصر أمام جنوب إفريقيا الخطيرة,MBCMASR,,17,2019-07-05T23:30:31.000Z,1519,24,0,1,PT1M1S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
IJvhSzN7Oio,عادل عبدالرحمن: ديسابر أظهر عملاً رائعاً مع أوغندا رغم الخروج أمام السنغال,MBCMASR,,17,2019-07-05T23:26:27.000Z,938,8,0,3,PT3M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
rdeKcuhvBsE,رابح ماجر: حذرت المنتخبات العربية من خطورة عدم حسم مبارياتهم قبل نهاية الـ90 دقيقة,MBCMASR,,17,2019-07-05T23:24:37.000Z,2288,36,5,11,PT1M59S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Epu1hZAobRw,أهم تصريحات مدربي نيجيريا والكاميرون قبل صدامهما في دور الـ16 لكأس إفريقيا,MBCMASR,,17,2019-07-05T23:18:41.000Z,357,5,1,1,PT2M40S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
hQrf-ULPXYk,تحليل أفضل أداء وتشكيلة لمنتخب مصر للفوز على جنوب إفريقيا,MBCMASR,,17,2019-07-05T23:16:17.000Z,2771,39,4,2,PT11M55S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
K4YBFlWGejo,مانويل جوزيه: فرص المغرب كانت كبيرة للفوز.. ولكن ضغط بنين ساعدها على التأهل لدور الـ8,MBCMASR,,17,2019-07-05T23:13:41.000Z,687,11,0,1,PT4M8S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
JHldoUuGG4A,رد فعل طريف من جوزيه بعد علمه بمقابلة الحضري وبركات في حلقة اللعيب غداً السبت,MBCMASR,,17,2019-07-05T23:11:40.000Z,3042,48,2,0,PT1M11S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
7k38YaOskFM,معاذ حجي سكرتير عام الكاف: إقامة كأس إفريقيا في الصيف ساهم في مشاركة كل نجوم القارة,MBCMASR,,24,2019-07-05T23:05:41.000Z,510,5,0,0,PT1M14S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
LVf5-FG3kDM,خالد بيومي: منتخب بنين يمتاز بالانضباط التكتيكي ونجح في غلق المساحات أمام لاعبي المغرب,MBCMASR,,24,2019-07-05T23:05:34.000Z,889,15,0,1,PT43S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
5y7nSnfU6uw,رينارد مدرب المغرب: أشكر الجماهير التي حضرت إلى مصر وأشعر تجاههم بالخزي والحرج,MBCMASR,,17,2019-07-05T23:04:23.000Z,1440,34,2,4,PT35S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Bdr5oEW2tgY,خالد بيومي: يجب على مصر تسجيل هدف مبكر.. وهذه نقط ضعف جنوب إفريقيا,MBCMASR,,17,2019-07-05T22:52:02.000Z,2092,28,3,2,PT3M15S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
zZZqdDWUTGc,خالد بيومي: الدفع بأحمد علي أمام جنوب إفريقيا مهمة ومؤثرة,MBCMASR,,24,2019-07-05T22:45:15.000Z,1129,10,2,1,PT1M1S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
B07OOBx6l-Q,مفاجأة في التشكيل المتوقع لمنتخب مصر أمام جنوب إفريقيا,MBCMASR,,17,2019-07-05T22:42:36.000Z,1674,40,4,2,PT51S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
LqBT0izbhxo,خافيير أجيري: جنوب إفريقيا فريق منظم ويمتلك خط دفاع قوي والمباراة ستكون صعبة,MBCMASR,,17,2019-07-05T22:32:54.000Z,843,16,0,2,PT2M7S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
fLADLLsR6gM,باكستر مدرب جنوب إفريقيا: المصريون يعشقون كرة القدم واللعب في إستاد القاهرة تحدي كبير,MBCMASR,,17,2019-07-05T22:32:40.000Z,7244,141,22,16,PT1M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
YVfDiKNq_64,محمد صلاح جاهز لموقعة جنوب إفريقيا..وثالث إصابة في صفوف المنتخب,MBCMASR,,17,2019-07-05T22:28:35.000Z,2020,38,5,3,PT2M34S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FOUF7of_ocs,الأرقام تؤكد أن السنغال خطفت أوغندا في مباراة دور الـ16,MBCMASR,,17,2019-07-05T22:23:22.000Z,553,11,2,1,PT1M48S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
u-En-4I5tLI,أهم الأرقام بعد مواجهة المغرب وبنين في دور الـ16 لكأس إفريقيا,MBCMASR,,24,2019-07-05T22:19:11.000Z,547,9,0,0,PT1M7S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
CwrBYnU0xHo,خروج المغرب أولى مفاجآت كأس إفريقيا 2019 .. ورسالة هامة لجماهير ومنتخب مصر,MBCMASR,,24,2019-07-05T22:14:23.000Z,3497,29,7,15,PT2M29S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
OMrTF1hCFt0,رجل الأعمال كامل أبو علي: زيارة راموس للغردقة نجحت 100% وزيارات نجوم العالم مهمة لتنشيط السياحة,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T22:10:04.000Z,872,16,3,3,PT5M12S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
zKrMlnOXN3U,الأميرة ريما بنت بندر تباشر عملها كأول سفيرة سعودية في واشنطن,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T21:59:56.000Z,374,2,4,1,PT1M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
pt_fAgfNvM0,"تحدي ""غطاء الزجاجة"" يجتاح العالم.. عمرو أديب: طبعاً أنا بعمله كل يوم",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:56:23.000Z,1052,11,7,4,PT2M36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FHZOo5VTb9s,"لتوفير السلع الأساسية بأسعار مخفضة.. ""الداخلية"" تفعل المرحلة الثامنة من مبادرة ""كلنا واحد""",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:51:42.000Z,647,10,2,3,PT1M57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
LmuU12Sol0o,انتقادات لترامب بسبب مصاريف العروض الجوية والعسكرية احتفالاً بيوم الاستقلال الأمريكي,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:46:58.000Z,521,5,4,11,PT4M22S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
BmHLFXAIzfM,بسبب انتظارها الطويل بمطار بيروت هي وطفلتها الرضيعة.. الفنانة نانسي عجرم تنتقد المسئولين عن المطار,MBCMASR,"group,MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:39:04.000Z,2036,29,6,2,PT3M1S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
J09Dhrndmhk,"""الحكاية"" يقدم العزاء في وفاة الشيخ خالد القاسمي نجل حاكم الشارقة",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:36:16.000Z,1044,10,6,4,PT2M49S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
-gj-MuwGbxE,"جولة ""الحكاية “داخل مستشفى شفا الأورمان لعلاج السرطان بالصعيد",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",26,2019-07-05T21:27:31.000Z,1164,11,3,0,PT4M48S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
6VJ6SSG7bag,البحرية البريطانية تحتجز ناقلة نفط إيرانية بجبل طارق.. عمرو أديب: خبر مهم تابعوه الأيام الجاية,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T21:26:05.000Z,881,8,3,6,PT2M36S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
m-oFnGkq_go,"""بوينج"" تقرر دفع 100 مليون دولار تعويضات لعائلات ضحايا تحطم طائرتي 737 ماكس",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:22:42.000Z,498,6,3,2,PT2M6S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
zkqgkwUO5yA,اللاعب الأسباني العالمي سيرجيو راموس يزور الغردقة لقضاء إجازته.. عمرو أديب: شعب محترم مضياف,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:17:16.000Z,1946,32,7,5,PT1M53S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FhXqMafX6Jg,عمرو أديب للمنتخب المصري: خروج المغرب درس يجب أن نتعلم منه,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T21:04:03.000Z,6283,58,23,42,PT3M10S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
6wEVNJEFLpI,بعد بيع قطعة أثرية لرأس توت عنخ آمون بمزاد في لندن.. زاهي حواس: يوم أسود للآثار المصرية,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T21:02:46.000Z,1049,14,4,5,PT8M38S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
tnj0ZMgEBJg,تشكيل مجلس سيادي بالتناوب بين العسكريين والمدنيين في السودان لمدة 3 سنوات وحكومة كفاءات مستقلة,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T20:56:51.000Z,308,9,1,1,PT6M27S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
iaVMN6UgZk4,"""أفريقيا سلة غذاء العالم"".. ندوة لمؤسسة كيمت بطرس غالي للسلام والمعرفة لتنمية دول القارة",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",24,2019-07-05T20:52:44.000Z,294,9,0,1,PT3M25S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
DE60HHGwbkg,عمرو أديب: دي آخر الأحزان فى موضوع الطاقة وعلى المواطنين أن يرحم بعضهم بعضا,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T20:46:03.000Z,769,12,11,4,PT1M46S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
QX2vTQru_6A,"عمرو أديب: هام جدا مراقبة الأسعار الأيام المقبلة.. وأقول للتجار: ""بلاش افتراء""",MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T20:34:23.000Z,1134,10,13,7,PT5M24S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
J8DumPZH9eI,عمرو أديب يشيد بجهود الدولة في مراقبة الإلتزام بزيادة 15% فقط في تعريفة ركوب المواصلات,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T20:32:00.000Z,486,8,8,5,PT3M59S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
S4btLcnu0zo,المتحدث باسم وزارة البترول يتحدث عن إجراءات وأفكار بديلة للتغلب على تبعات زيادة أسعار المحروقات,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T20:25:07.000Z,888,9,6,3,PT4M43S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
9JVthWj-n9E,عمرو أديب: 3 ملاحظات على زيادة أسعار المواد البترولية,MBCMASR,"MBC,فن,MBC Group,ام بي سي مصر,الحكاية,#الحكاية,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,امم افريقيا,منتخب مصر,#امم_افريقيا,MBC MASR,MBC Masr 2,Shahid.net,عمرو اديب,الحياة,مصر,الفن,الرياضة,اقتصادية,سياسية,أخبار,مشاهير,سوق,كواليس,درجات الحرارة",25,2019-07-05T20:22:42.000Z,7234,48,50,33,PT3M49S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
X4vdL5_Pv24,توقعات كابتن طارق السيد لنتيجة مباراة مصر وجنوب إفريقيا,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",17,2019-07-05T18:13:30.000Z,1414,14,3,0,PT4M9S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Mm8AV2mNqwc,وزير الشباب والرياضة لـ الجمعة في مصر: نقد أداء المنتخب يجب أن يكون بناء,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T18:05:37.000Z,563,3,0,1,PT3M42S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
VBFPt8DI0TE,جمهور الجمعة في مصر يتوقع نتيجة مباراة مصر وجنوب إفريقيا في الدور الـ 16,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:59:43.000Z,1680,9,1,1,PT1M30S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
GbDoVJptn8Q,كابتن طارق السيد: الجماهير انتقدت أدائنا في 2006 وحصلنا على البطولة,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:57:34.000Z,381,4,0,0,PT1M26S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
7ZaaMqfW92E,كابتن طارق السيد: منتخب مصر يفوز بالبطولات المجمعة رغم الأداء غير المقنع للبعض,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:54:11.000Z,318,2,1,0,PT2M15S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
9vCKZqKC3nM,خبير في تقنية وتأمين المعلومات: ما يحدث على مواقع التواصل الاجتماعي وراءه مجموعات مصالح,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",22,2019-07-05T17:42:25.000Z,269,5,1,1,PT3M9S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
FsZoJ-TA4Ts,خبير في تقنية وتأمين المعلومات: فيس بوك تحول لأكبر ساحة ابتزاز,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",22,2019-07-05T17:29:16.000Z,282,5,0,0,PT3M3S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
w_tr8ilqmFU,محمد عبدالرحمن: هناك خلط بين ممارسات السوشيال ميديا ووسائل الإعلام,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",26,2019-07-05T17:29:01.000Z,157,1,2,0,PT2M45S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
-_5kg_CKp04,الجمعة في مصر يفتح النقاش حول تأثير السوشيال ميديا في القضايا المجتمعية المختلفة,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:24:56.000Z,259,5,0,1,PT2M19S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
tpAmY1DUw9g,د.فخري الفقي: أتوقع انخفاض سعر الدولار أمام الجنيه الفترة القادمة,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",22,2019-07-05T17:22:04.000Z,4188,19,5,0,PT2M57S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
SULbo2Xaq3I,د.فخري الفقي: أتوقع زيادة التضخم إلى 11% بسبب ارتفاع الأسعار هذا العام,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:21:05.000Z,331,3,2,0,PT3M34S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Z2KsYjLJwc8,د.فخري الفقي: الدعم كان يتم صرفه بشكل عشوائي والقيادة الحالية عملت على ضبطه,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",25,2019-07-05T17:10:41.000Z,258,4,0,0,PT1M17S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
5L8xp2qfp1M,د.فخري الفقي: خفض دعم المحروقات يذهب للمواطنين المستحقين عن طريق زيادة الأجور والمعاشات,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T17:06:30.000Z,241,4,1,1,PT1M46S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
-d3FRY80J1E,المنتخب الوطني يعلن جاهزية محمد صلاح لمواجهة جنوب إفريقيا ضمن مباريات دور الـ 16,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",25,2019-07-05T16:45:48.000Z,880,21,1,2,PT1M18S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
chsQEeROy_Y,"استجابة للجمعة في مصر.. حملات مرورية لتفعيل قرار منع سير ""التوك التوك"" بالطرق الرئيسية",MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",25,2019-07-05T16:45:11.000Z,346,4,1,2,PT2M54S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
Zuhd11B8Dog,الجمعة في مصر يرصد الأسعار الجديدة للمحروقات بعد الزيادة الأخيرة,MBCMASR,"MBC,فن,MBC Group,الجمعة,الجمعة في مصر,ياسمين سعيد,mbc مصر,MBC.net,نجوم,#MBC_مصر,أم بي سي,رقص,اخبار,نصائح,MBC MASR,MBC Masr 2,Shahid.net",24,2019-07-05T16:39:40.000Z,467,9,2,0,PT2M4S,PL4UpjxLgAyAVUWVwjTTSq4Cbgu48uGhmn
